po_id,supplier_id,product_id,order_qty,unit_price,order_date,expected_date,actual_delivery_date,defect_units,on_time
PO00325,S004,P029,344,616.1,2025-07-24,2025-07-31,2025-07-30,3,True
PO00326,S004,P029,517,587.07,2025-08-18,2025-08-25,2025-08-24,6,True
PO00327,S004,P029,383,604.39,2025-09-11,2025-09-18,2025-09-17,4,True
PO00328,S004,P029,452,623.37,2025-09-29,2025-10-06,2025-10-05,5,True
PO00329,S004,P029,357,600.61,2025-10-27,2025-11-03,2025-11-01,4,True
PO00330,S004,P029,460,581.78,2025-12-08,2025-12-15,2025-12-14,7,True
PO00331,S006,P030,257,2536.81,2025-01-29,2025-02-06,2025-02-06,7,True
PO00332,S006,P030,148,2416.3,2025-03-04,2025-03-12,2025-03-10,3,True
PO00333,S006,P030,138,2314.44,2025-04-01,2025-04-09,2025-04-09,1,True
PO00334,S006,P030,175,2371.17,2025-04-22,2025-04-30,2025-04-30,4,True
PO00335,S006,P030,233,2489.69,2025-05-12,2025-05-20,2025-05-20,3,True
PO00336,S006,P030,198,2429.15,2025-06-11,2025-06-19,2025-06-18,4,True
PO00337,S006,P030,182,2374.02,2025-06-30,2025-07-08,2025-07-10,3,False
PO00338,S006,P030,155,2457.44,2025-08-14,2025-08-22,2025-08-20,3,True
PO00339,S006,P030,173,2392.05,2025-09-16,2025-09-24,2025-09-22,2,True
PO00340,S006,P030,203,2411.58,2025-10-09,2025-10-17,2025-10-17,3,True
PO00341,S006,P030,210,2389.32,2025-11-03,2025-11-11,2025-11-10,2,True
PO00342,S006,P030,209,2328.95,2025-12-10,2025-12-18,2025-12-16,2,True
PO00343,S001,P031,1170,1413.15,2025-01-20,2025-01-27,2025-01-27,23,True
PO00344,S001,P031,1450,1435.28,2025-02-26,2025-03-05,2025-03-03,31,True
PO00345,S001,P031,1631,1415.67,2025-03-31,2025-04-07,2025-04-09,23,False
PO00346,S001,P031,1275,1525.94,2025-04-28,2025-05-05,2025-05-03,22,True
PO00347,S001,P031,1386,1543.97,2025-06-11,2025-06-18,2025-06-17,40,True
PO00348,S001,P031,1578,1413.55,2025-07-24,2025-07-31,2025-07-29,30,True
PO00349,S001,P031,1169,1489.35,2025-08-20,2025-08-27,2025-08-27,23,True
PO00350,S001,P031,1612,1514.72,2025-09-25,2025-10-02,2025-10-02,43,True
PO00351,S001,P031,1742,1458.01,2025-10-22,2025-10-29,2025-10-28,33,True
PO00352,S001,P031,955,1448.42,2025-11-17,2025-11-24,2025-11-24,19,True
PO00353,S001,P031,1567,1494.75,2025-12-11,2025-12-18,2025-12-17,27,True
PO00354,S012,P032,86,157.39,2025-02-05,2025-02-19,2025-02-19,2,True
PO00355,S012,P032,77,151.11,2025-03-13,2025-03-27,2025-03-27,4,True
PO00356,S012,P032,127,155.07,2025-04-10,2025-04-24,2025-04-24,7,True
PO00357,S012,P032,96,154.63,2025-05-19,2025-06-02,2025-06-01,4,True
PO00358,S012,P032,107,164.24,2025-06-26,2025-07-10,2025-07-08,3,True
PO00359,S012,P032,111,154.56,2025-07-30,2025-08-13,2025-08-12,3,True
PO00360,S012,P032,82,163.94,2025-08-25,2025-09-08,2025-09-06,2,True
PO00361,S012,P032,93,165.19,2025-10-09,2025-10-23,2025-10-22,0,True
PO00362,S012,P032,83,163.57,2025-11-04,2025-11-18,2025-11-16,4,True
PO00363,S012,P032,117,151.69,2025-12-01,2025-12-15,2025-12-23,8,False
PO00364,S012,P032,125,157.27,2025-12-24,2026-01-07,2026-01-05,4,True
PO00365,S003,P033,107,824.9,2025-01-09,2025-01-19,2025-01-22,2,False
PO00366,S003,P033,107,788.15,2025-01-29,2025-02-08,2025-02-06,2,True
PO00367,S003,P033,120,839.43,2025-03-05,2025-03-15,2025-03-15,1,True
PO00368,S003,P033,102,857.58,2025-04-03,2025-04-13,2025-04-11,2,True
PO00369,S003,P033,91,821.83,2025-05-15,2025-05-25,2025-05-25,1,True
PO00370,S003,P033,146,857.04,2025-06-04,2025-06-14,2025-06-13,2,True
PO00371,S003,P033,158,779.86,2025-07-02,2025-07-12,2025-07-11,0,True
PO00372,S003,P033,107,823.41,2025-07-21,2025-07-31,2025-07-31,1,True
PO00373,S003,P033,133,797.5,2025-08-27,2025-09-06,2025-09-08,2,False
PO00374,S003,P033,167,853.32,2025-10-09,2025-10-19,2025-10-18,3,True
PO00375,S003,P033,112,848.53,2025-11-10,2025-11-20,2025-11-24,1,False
PO00376,S003,P033,122,780.91,2025-12-11,2025-12-21,2025-12-21,2,True
PO00377,S003,P033,167,805.39,2026-01-01,2026-01-11,2026-01-10,2,True
PO00378,S001,P034,441,515.9,2025-01-07,2025-01-14,2025-01-14,2,True
PO00379,S001,P034,679,503.56,2025-02-13,2025-02-20,2025-02-18,20,True
PO00380,S001,P034,674,510.32,2025-03-25,2025-04-01,2025-03-30,8,True
PO00381,S001,P034,709,533.93,2025-04-14,2025-04-21,2025-04-21,7,True
PO00382,S001,P034,600,539.43,2025-05-15,2025-05-22,2025-05-21,13,True
PO00383,S001,P034,756,535.59,2025-06-11,2025-06-18,2025-06-18,10,True
PO00384,S001,P034,576,513.63,2025-07-07,2025-07-14,2025-07-12,17,True
PO00385,S001,P034,681,526.59,2025-08-04,2025-08-11,2025-08-20,12,False
PO00386,S001,P034,766,496.6,2025-08-28,2025-09-04,2025-09-04,15,True
PO00387,S001,P034,484,523.51,2025-10-08,2025-10-15,2025-10-14,12,True
PO00388,S001,P034,756,519.71,2025-10-30,2025-11-06,2025-11-05,13,True
PO00389,S001,P034,533,519.71,2025-11-25,2025-12-02,2025-12-01,7,True
PO00390,S001,P034,503,536.86,2025-12-25,2026-01-01,2026-01-11,4,False
PO00391,S009,P035,385,1609.47,2025-01-28,2025-02-05,2025-02-03,16,True
PO00392,S009,P035,593,1558.94,2025-02-27,2025-03-07,2025-03-06,20,True
PO00393,S009,P035,740,1520.58,2025-03-17,2025-03-25,2025-03-24,15,True
PO00394,S009,P035,598,1470.73,2025-04-17,2025-04-25,2025-04-25,11,True
PO00395,S009,P035,551,1513.94,2025-05-05,2025-05-13,2025-05-11,13,True
PO00396,S009,P035,517,1609.68,2025-05-26,2025-06-03,2025-06-03,8,True
PO00397,S009,P035,390,1487.06,2025-07-01,2025-07-09,2025-07-18,7,False
PO00398,S009,P035,424,1508.25,2025-07-31,2025-08-08,2025-08-16,11,False
PO00399,S009,P035,391,1479.15,2025-09-09,2025-09-17,2025-09-16,9,True
PO00400,S009,P035,713,1499.94,2025-10-15,2025-10-23,2025-10-28,14,False
PO00401,S009,P035,493,1612.3,2025-11-19,2025-11-27,2025-11-25,5,True
PO00402,S009,P035,395,1487.64,2025-12-18,2025-12-26,2025-12-24,8,True
PO00403,S002,P036,803,1742.69,2025-01-21,2025-01-27,2025-01-26,29,True
PO00404,S002,P036,1123,1669.36,2025-03-03,2025-03-09,2025-03-09,17,True
PO00405,S002,P036,866,1640.25,2025-03-25,2025-03-31,2025-03-29,14,True
PO00406,S002,P036,1141,1690.45,2025-04-23,2025-04-29,2025-04-29,33,True
PO00407,S002,P036,897,1676.12,2025-05-13,2025-05-19,2025-05-17,17,True
PO00408,S002,P036,1426,1613.07,2025-06-04,2025-06-10,2025-06-10,36,True
PO00409,S002,P036,740,1669.77,2025-07-07,2025-07-13,2025-07-11,22,True
PO00410,S002,P036,1147,1593.59,2025-08-21,2025-08-27,2025-08-26,26,True
PO00411,S002,P036,1439,1744.65,2025-09-11,2025-09-17,2025-09-17,36,True
PO00412,S002,P036,923,1726.42,2025-10-07,2025-10-13,2025-10-13,34,True
PO00413,S002,P036,848,1754.4,2025-10-30,2025-11-05,2025-11-04,22,True
PO00414,S002,P036,837,1723.3,2025-12-08,2025-12-14,2025-12-12,25,True
PO00415,S004,P037,775,1612.88,2025-01-13,2025-01-20,2025-01-19,6,True
PO00416,S004,P037,676,1546.01,2025-02-12,2025-02-19,2025-02-18,5,True
PO00417,S004,P037,636,1587.32,2025-03-27,2025-04-03,2025-04-03,5,True
PO00418,S004,P037,488,1549.68,2025-04-29,2025-05-06,2025-05-05,5,True
PO00419,S004,P037,516,1546.9,2025-06-10,2025-06-17,2025-06-17,5,True
PO00420,S004,P037,852,1544.16,2025-07-02,2025-07-09,2025-07-07,11,True
PO00421,S004,P037,823,1551.19,2025-07-29,2025-08-05,2025-08-04,5,True
PO00422,S004,P037,676,1549.27,2025-09-01,2025-09-08,2025-09-06,4,True
PO00423,S004,P037,701,1509.45,2025-10-13,2025-10-20,2025-10-20,5,True
PO00424,S004,P037,497,1572.63,2025-11-17,2025-11-24,2025-11-22,3,True
PO00425,S004,P037,484,1605.93,2025-12-16,2025-12-23,2025-12-21,6,True
PO00426,S006,P038,63,1911.15,2025-01-23,2025-01-31,2025-01-30,0,True
PO00427,S006,P038,77,1910.03,2025-02-18,2025-02-26,2025-02-26,1,True
PO00428,S006,P038,54,1861.88,2025-03-13,2025-03-21,2025-03-19,1,True
PO00429,S006,P038,76,1977.07,2025-04-24,2025-05-02,2025-05-02,0,True
PO00430,S006,P038,53,1991.15,2025-06-04,2025-06-12,2025-06-12,1,True
PO00431,S006,P038,39,1881.18,2025-07-16,2025-07-24,2025-07-22,0,True
PO00432,S006,P038,57,1887.68,2025-08-05,2025-08-13,2025-08-11,1,True
PO00433,S006,P038,46,1918.17,2025-09-04,2025-09-12,2025-09-12,0,True
PO00434,S006,P038,43,2035.89,2025-10-14,2025-10-22,2025-10-20,1,True
PO00435,S006,P038,61,1898.68,2025-11-27,2025-12-05,2025-12-04,0,True
PO00436,S011,P039,764,1342.05,2025-01-08,2025-01-20,2025-01-20,30,True
PO00437,S011,P039,716,1418.7,2025-02-20,2025-03-04,2025-03-04,26,True
PO00438,S011,P039,658,1366.34,2025-03-13,2025-03-25,2025-03-25,40,True
PO00439,S011,P039,421,1361.59,2025-04-22,2025-05-04,2025-05-04,13,True
PO00440,S011,P039,782,1299.51,2025-05-14,2025-05-26,2025-06-02,40,False
PO00441,S011,P039,480,1381.84,2025-06-19,2025-07-01,2025-06-29,17,True
PO00442,S011,P039,504,1406.55,2025-07-30,2025-08-11,2025-08-11,17,True
PO00443,S011,P039,713,1336.46,2025-09-04,2025-09-16,2025-09-15,36,True
PO00444,S011,P039,671,1321.87,2025-10-15,2025-10-27,2025-10-25,40,True
PO00445,S011,P039,478,1350.21,2025-11-06,2025-11-18,2025-11-16,21,True
PO00446,S011,P039,644,1418.73,2025-12-18,2025-12-30,2025-12-28,36,True
PO00447,S005,P040,224,1198.14,2025-01-22,2025-01-29,2025-01-27,3,True
PO00448,S005,P040,198,1108.95,2025-02-10,2025-02-17,2025-02-15,8,True
PO00449,S005,P040,219,1183.72,2025-03-13,2025-03-20,2025-03-19,4,True
PO00450,S005,P040,197,1107.04,2025-04-15,2025-04-22,2025-04-22,8,True
PO00451,S005,P040,242,1185.14,2025-05-08,2025-05-15,2025-05-13,5,True
PO00452,S005,P040,200,1195.42,2025-05-26,2025-06-02,2025-05-31,5,True
PO00453,S005,P040,177,1153.35,2025-07-01,2025-07-08,2025-07-08,3,True
PO00454,S005,P040,223,1109.21,2025-07-22,2025-07-29,2025-07-28,5,True
PO00455,S005,P040,153,1188.3,2025-08-21,2025-08-28,2025-08-29,3,False
PO00456,S005,P040,155,1177.48,2025-09-24,2025-10-01,2025-09-29,4,True
PO00457,S005,P040,141,1181.89,2025-11-05,2025-11-12,2025-11-10,3,True
PO00458,S005,P040,173,1142.22,2025-12-16,2025-12-23,2025-12-22,1,True
