sale_id,date,product_id,customer_id,warehouse,quantity,revenue
SO001097,2025-07-03,P011,C020,Pune DC,103,351974.69
SO001098,2025-07-10,P011,C026,Chennai DC,37,126437.51
SO001099,2025-07-09,P011,C037,Chennai DC,30,102516.9
SO001100,2025-07-13,P011,C040,Chennai DC,31,105934.13
SO001101,2025-07-16,P011,C039,Chennai DC,27,92265.21
SO001102,2025-07-20,P011,C032,Bengaluru DC,33,112768.59
SO001103,2025-07-14,P011,C022,Bengaluru DC,30,102516.9
SO001104,2025-07-24,P011,C001,Bengaluru DC,36,123020.28
SO001105,2025-07-21,P011,C022,Bengaluru DC,24,82013.52
SO001106,2025-07-24,P011,C029,Chennai DC,26,88847.98
SO001107,2025-08-03,P011,C013,Chennai DC,29,99099.67
SO001108,2025-07-29,P011,C026,Chennai DC,33,112768.59
SO001109,2025-08-01,P011,C033,Pune DC,29,99099.67
SO001110,2025-08-06,P011,C032,Bengaluru DC,36,123020.28
SO001111,2025-08-04,P011,C018,Pune DC,40,136689.2
SO001112,2025-08-13,P011,C038,Chennai DC,79,269961.17
SO001113,2025-08-20,P011,C033,Pune DC,20,68344.6
SO001114,2025-08-20,P011,C036,Pune DC,30,102516.9
SO001115,2025-08-21,P011,C023,Bengaluru DC,28,95682.44
SO001116,2025-08-30,P011,C026,Chennai DC,21,71761.83
SO001117,2025-08-28,P011,C018,Pune DC,21,71761.83
SO001118,2025-08-26,P011,C015,Bengaluru DC,23,78596.29
SO001119,2025-09-04,P011,C027,Chennai DC,26,88847.98
SO001120,2025-09-03,P011,C017,Pune DC,19,64927.37
SO001121,2025-09-04,P011,C040,Chennai DC,21,71761.83
SO001122,2025-09-13,P011,C006,Bengaluru DC,76,259709.48
SO001123,2025-09-19,P011,C010,Pune DC,33,112768.59
SO001124,2025-09-18,P011,C010,Pune DC,39,133271.97
SO001125,2025-09-27,P011,C036,Pune DC,34,116185.82
SO001126,2025-09-28,P011,C039,Chennai DC,36,123020.28
SO001127,2025-09-29,P011,C011,Chennai DC,61,208451.03
SO001128,2025-10-11,P011,C031,Pune DC,26,88847.98
SO001129,2025-10-09,P011,C032,Bengaluru DC,22,75179.06
SO001130,2025-10-08,P011,C005,Chennai DC,20,68344.6
SO001131,2025-10-19,P011,C032,Bengaluru DC,15,51258.45
SO001132,2025-10-18,P011,C025,Pune DC,20,68344.6
SO001133,2025-10-18,P011,C015,Bengaluru DC,23,78596.29
SO001134,2025-10-20,P011,C037,Chennai DC,69,235788.87
SO001135,2025-11-02,P011,C017,Pune DC,71,242623.33
SO001136,2025-11-08,P011,C002,Pune DC,23,78596.29
SO001137,2025-11-09,P011,C016,Pune DC,22,75179.06
SO001138,2025-11-06,P011,C026,Chennai DC,14,47841.22
SO001139,2025-11-11,P011,C014,Bengaluru DC,73,249457.79
SO001140,2025-11-18,P011,C001,Bengaluru DC,76,259709.48
SO001141,2025-11-26,P011,C017,Pune DC,23,78596.29
SO001142,2025-11-26,P011,C015,Bengaluru DC,28,95682.44
SO001143,2025-11-27,P011,C036,Pune DC,25,85430.75
SO001144,2025-12-01,P011,C024,Pune DC,22,75179.06
SO001145,2025-12-05,P011,C006,Bengaluru DC,32,109351.36
SO001146,2025-12-02,P011,C002,Pune DC,34,116185.82
SO001147,2025-12-11,P011,C015,Bengaluru DC,25,85430.75
SO001148,2025-12-10,P011,C034,Pune DC,21,71761.83
SO001149,2025-12-10,P011,C029,Chennai DC,19,64927.37
SO001150,2025-12-21,P011,C027,Chennai DC,38,129854.74
SO001151,2025-12-15,P011,C029,Chennai DC,42,143523.66
SO001152,2025-12-23,P011,C001,Bengaluru DC,33,112768.59
SO001153,2025-12-26,P011,C019,Chennai DC,23,78596.29
SO001154,2025-12-24,P011,C009,Bengaluru DC,25,85430.75
SO001155,2025-12-31,P011,C012,Bengaluru DC,40,136689.2
SO001156,2026-01-03,P011,C031,Pune DC,35,119603.05
SO001157,2025-01-07,P012,C013,Chennai DC,19,41253.75
SO001158,2025-01-06,P012,C022,Bengaluru DC,20,43425.0
SO001159,2025-01-18,P012,C008,Bengaluru DC,41,89021.25
SO001160,2025-01-23,P012,C016,Pune DC,56,121590.0
SO001161,2025-01-30,P012,C039,Chennai DC,18,39082.5
SO001162,2025-01-31,P012,C033,Pune DC,17,36911.25
SO001163,2025-01-27,P012,C026,Chennai DC,10,21712.5
SO001164,2025-02-09,P012,C026,Chennai DC,26,56452.5
SO001165,2025-02-05,P012,C025,Pune DC,14,30397.5
SO001166,2025-02-13,P012,C030,Pune DC,12,26055.0
SO001167,2025-02-11,P012,C033,Pune DC,14,30397.5
SO001168,2025-02-14,P012,C013,Chennai DC,8,17370.0
SO001169,2025-02-22,P012,C037,Chennai DC,24,52110.0
SO001170,2025-02-20,P012,C038,Chennai DC,17,36911.25
SO001171,2025-02-24,P012,C013,Chennai DC,44,95535.0
SO001172,2025-03-09,P012,C003,Pune DC,35,75993.75
SO001173,2025-03-13,P012,C014,Bengaluru DC,47,102048.75
SO001174,2025-03-22,P012,C016,Pune DC,47,102048.75
SO001175,2025-03-24,P012,C026,Chennai DC,19,41253.75
SO001176,2025-03-30,P012,C006,Bengaluru DC,34,73822.5
SO001177,2025-04-06,P012,C039,Chennai DC,19,41253.75
SO001178,2025-04-02,P012,C034,Pune DC,18,39082.5
SO001179,2025-04-05,P012,C006,Bengaluru DC,20,43425.0
SO001180,2025-04-12,P012,C008,Bengaluru DC,15,32568.75
SO001181,2025-04-07,P012,C038,Chennai DC,21,45596.25
SO001182,2025-04-18,P012,C009,Bengaluru DC,14,30397.5
SO001183,2025-04-16,P012,C004,Pune DC,19,41253.75
SO001184,2025-04-16,P012,C016,Pune DC,16,34740.0
SO001185,2025-04-26,P012,C038,Chennai DC,41,89021.25
SO001186,2025-05-03,P012,C035,Pune DC,10,21712.5
SO001187,2025-05-03,P012,C014,Bengaluru DC,12,26055.0
SO001188,2025-04-29,P012,C001,Bengaluru DC,16,34740.0
SO001189,2025-05-09,P012,C011,Chennai DC,27,58623.75
SO001190,2025-05-06,P012,C037,Chennai DC,24,52110.0
SO001191,2025-05-13,P012,C030,Pune DC,48,104220.0
SO001192,2025-05-20,P012,C040,Chennai DC,45,97706.25
SO001193,2025-05-26,P012,C012,Bengaluru DC,21,45596.25
SO001194,2025-05-28,P012,C017,Pune DC,29,62966.25
SO001195,2025-06-06,P012,C035,Pune DC,21,45596.25
SO001196,2025-06-04,P012,C010,Pune DC,15,32568.75
SO001197,2025-06-05,P012,C012,Bengaluru DC,18,39082.5
SO001198,2025-06-10,P012,C024,Pune DC,16,34740.0
SO001199,2025-06-13,P012,C021,Pune DC,14,30397.5
SO001200,2025-06-09,P012,C030,Pune DC,12,26055.0
SO001201,2025-06-18,P012,C036,Pune DC,38,82507.5
SO001202,2025-06-28,P012,C005,Chennai DC,29,62966.25
SO001203,2025-06-28,P012,C018,Pune DC,18,39082.5
SO001204,2025-07-04,P012,C030,Pune DC,16,34740.0
SO001205,2025-07-03,P012,C002,Pune DC,17,36911.25
SO001206,2025-07-13,P012,C033,Pune DC,25,54281.25
SO001207,2025-07-11,P012,C020,Pune DC,21,45596.25
SO001208,2025-07-15,P012,C008,Bengaluru DC,40,86850.0
SO001209,2025-07-26,P012,C039,Chennai DC,17,36911.25
SO001210,2025-07-21,P012,C017,Pune DC,28,60795.0
SO001211,2025-07-31,P012,C006,Bengaluru DC,18,39082.5
SO001212,2025-08-02,P012,C020,Pune DC,11,23883.75
SO001213,2025-08-06,P012,C027,Chennai DC,13,28226.25
SO001214,2025-08-05,P012,C011,Chennai DC,9,19541.25
SO001215,2025-08-10,P012,C010,Pune DC,12,26055.0
SO001216,2025-08-16,P012,C038,Chennai DC,9,19541.25
SO001217,2025-08-15,P012,C033,Pune DC,13,28226.25
SO001218,2025-08-12,P012,C026,Chennai DC,6,13027.5
SO001219,2025-08-21,P012,C014,Bengaluru DC,35,75993.75
SO001220,2025-08-31,P012,C035,Pune DC,12,26055.0
SO001221,2025-08-25,P012,C005,Chennai DC,16,34740.0
SO001222,2025-08-31,P012,C020,Pune DC,15,32568.75
SO001223,2025-09-05,P012,C018,Pune DC,38,82507.5
SO001224,2025-09-10,P012,C001,Bengaluru DC,42,91192.5
SO001225,2025-09-16,P012,C013,Chennai DC,34,73822.5
SO001226,2025-09-27,P012,C001,Bengaluru DC,9,19541.25
SO001227,2025-09-23,P012,C021,Pune DC,21,45596.25
SO001228,2025-10-03,P012,C019,Chennai DC,16,34740.0
SO001229,2025-10-01,P012,C036,Pune DC,18,39082.5
SO001230,2025-10-08,P012,C025,Pune DC,28,60795.0
SO001231,2025-10-18,P012,C012,Bengaluru DC,43,93363.75
SO001232,2025-10-22,P012,C019,Chennai DC,11,23883.75
SO001233,2025-10-21,P012,C032,Bengaluru DC,8,17370.0
SO001234,2025-10-25,P012,C021,Pune DC,6,13027.5
SO001235,2025-10-31,P012,C032,Bengaluru DC,12,26055.0
SO001236,2025-10-31,P012,C001,Bengaluru DC,18,39082.5
SO001237,2025-11-07,P012,C026,Chennai DC,38,82507.5
SO001238,2025-11-11,P012,C018,Pune DC,15,32568.75
SO001239,2025-11-14,P012,C009,Bengaluru DC,14,30397.5
SO001240,2025-11-14,P012,C029,Chennai DC,12,26055.0
SO001241,2025-11-18,P012,C001,Bengaluru DC,47,102048.75
SO001242,2025-11-28,P012,C024,Pune DC,10,21712.5
SO001243,2025-11-29,P012,C033,Pune DC,12,26055.0
SO001244,2025-11-28,P012,C034,Pune DC,12,26055.0
SO001245,2025-12-07,P012,C025,Pune DC,22,47767.5
SO001246,2025-12-05,P012,C035,Pune DC,22,47767.5
SO001247,2025-12-14,P012,C039,Chennai DC,38,82507.5
SO001248,2025-12-15,P012,C011,Chennai DC,40,86850.0
SO001249,2025-12-27,P012,C023,Bengaluru DC,32,69480.0
SO001250,2025-12-31,P012,C021,Pune DC,16,34740.0
SO001251,2026-01-03,P012,C021,Pune DC,15,32568.75
SO001252,2025-12-30,P012,C015,Bengaluru DC,12,26055.0
SO001253,2025-01-09,P013,C019,Chennai DC,17,34045.9
SO001254,2025-01-10,P013,C027,Chennai DC,25,50067.5
SO001255,2025-01-11,P013,C018,Pune DC,27,54072.9
SO001256,2025-01-16,P013,C025,Pune DC,92,184248.4
SO001257,2025-01-24,P013,C015,Bengaluru DC,33,66089.1
SO001258,2025-01-22,P013,C036,Pune DC,31,62083.7
SO001259,2025-01-25,P013,C028,Bengaluru DC,27,54072.9
SO001260,2025-01-30,P013,C031,Pune DC,42,84113.4
SO001261,2025-01-28,P013,C038,Chennai DC,45,90121.5
SO001262,2025-02-06,P013,C006,Bengaluru DC,24,48064.8
SO001263,2025-02-05,P013,C015,Bengaluru DC,29,58078.3
SO001264,2025-02-06,P013,C038,Chennai DC,26,52070.2
SO001265,2025-02-15,P013,C001,Bengaluru DC,94,188253.8
SO001266,2025-02-18,P013,C019,Chennai DC,109,218294.3
SO001267,2025-02-27,P013,C031,Pune DC,47,94126.9
SO001268,2025-02-27,P013,C033,Pune DC,44,88118.8
SO001269,2025-03-04,P013,C010,Pune DC,44,88118.8
SO001270,2025-03-05,P013,C037,Chennai DC,50,100135.0
SO001271,2025-03-11,P013,C027,Chennai DC,36,72097.2
SO001272,2025-03-12,P013,C019,Chennai DC,32,64086.4
SO001273,2025-03-16,P013,C009,Bengaluru DC,32,64086.4
SO001274,2025-03-19,P013,C015,Bengaluru DC,40,80108.0
SO001275,2025-03-22,P013,C001,Bengaluru DC,31,62083.7
SO001276,2025-03-23,P013,C013,Chennai DC,36,72097.2
SO001277,2025-03-27,P013,C018,Pune DC,44,88118.8
SO001278,2025-03-25,P013,C009,Bengaluru DC,41,82110.7
SO001279,2025-04-04,P013,C013,Chennai DC,45,90121.5
SO001280,2025-04-04,P013,C034,Pune DC,51,102137.7
SO001281,2025-04-09,P013,C020,Pune DC,114,228307.8
SO001282,2025-04-17,P013,C039,Chennai DC,111,222299.7
SO001283,2025-04-23,P013,C011,Chennai DC,102,204275.4
SO001284,2025-04-29,P013,C020,Pune DC,50,100135.0
SO001285,2025-04-29,P013,C025,Pune DC,51,102137.7
SO001286,2025-05-05,P013,C030,Pune DC,95,190256.5
SO001287,2025-05-15,P013,C009,Bengaluru DC,44,88118.8
SO001288,2025-05-18,P013,C020,Pune DC,50,100135.0
SO001289,2025-05-22,P013,C033,Pune DC,40,80108.0
SO001290,2025-05-20,P013,C039,Chennai DC,32,64086.4
SO001291,2025-05-25,P013,C022,Bengaluru DC,37,74099.9
SO001292,2025-06-01,P013,C001,Bengaluru DC,104,208280.8
SO001293,2025-06-06,P013,C016,Pune DC,50,100135.0
SO001294,2025-06-07,P013,C040,Chennai DC,49,98132.3
SO001295,2025-06-10,P013,C003,Pune DC,45,90121.5
SO001296,2025-06-15,P013,C028,Bengaluru DC,57,114153.9
SO001297,2025-06-19,P013,C011,Chennai DC,86,172232.2
SO001298,2025-06-26,P013,C024,Pune DC,25,50067.5
SO001299,2025-06-26,P013,C028,Bengaluru DC,27,54072.9
SO001300,2025-06-25,P013,C002,Pune DC,29,58078.3
SO001301,2025-06-30,P013,C004,Pune DC,44,88118.8
SO001302,2025-06-30,P013,C004,Pune DC,59,118159.3
SO001303,2025-07-11,P013,C006,Bengaluru DC,43,86116.1
SO001304,2025-07-10,P013,C030,Pune DC,46,92124.2
SO001305,2025-07-15,P013,C033,Pune DC,100,200270.0
SO001306,2025-07-23,P013,C017,Pune DC,30,60081.0
SO001307,2025-07-21,P013,C034,Pune DC,37,74099.9
SO001308,2025-07-21,P013,C025,Pune DC,27,54072.9
SO001309,2025-07-31,P013,C037,Chennai DC,33,66089.1
SO001310,2025-08-01,P013,C021,Pune DC,36,72097.2
SO001311,2025-08-09,P013,C006,Bengaluru DC,27,54072.9
SO001312,2025-08-07,P013,C012,Bengaluru DC,31,62083.7
SO001313,2025-08-06,P013,C022,Bengaluru DC,25,50067.5
SO001314,2025-08-11,P013,C014,Bengaluru DC,28,56075.6
SO001315,2025-08-17,P013,C035,Pune DC,26,52070.2
SO001316,2025-08-11,P013,C019,Chennai DC,20,40054.0
SO001317,2025-08-19,P013,C033,Pune DC,39,78105.3
SO001318,2025-08-20,P013,C038,Chennai DC,33,66089.1
SO001319,2025-08-27,P013,C007,Bengaluru DC,28,56075.6
SO001320,2025-08-31,P013,C037,Chennai DC,20,40054.0
SO001321,2025-08-28,P013,C023,Bengaluru DC,22,44059.4
SO001322,2025-09-01,P013,C010,Pune DC,46,92124.2
SO001323,2025-09-04,P013,C020,Pune DC,35,70094.5
SO001324,2025-09-12,P013,C029,Chennai DC,77,154207.9
SO001325,2025-09-16,P013,C001,Bengaluru DC,22,44059.4
SO001326,2025-09-17,P013,C003,Pune DC,23,46062.1
SO001327,2025-09-19,P013,C004,Pune DC,25,50067.5
SO001328,2025-09-22,P013,C031,Pune DC,33,66089.1
SO001329,2025-09-25,P013,C017,Pune DC,38,76102.6
SO001330,2025-10-02,P013,C040,Chennai DC,24,48064.8
SO001331,2025-10-05,P013,C012,Bengaluru DC,35,70094.5
SO001332,2025-10-03,P013,C014,Bengaluru DC,22,44059.4
SO001333,2025-10-12,P013,C025,Pune DC,50,100135.0
SO001334,2025-10-10,P013,C020,Pune DC,24,48064.8
SO001335,2025-10-17,P013,C019,Chennai DC,28,56075.6
SO001336,2025-10-13,P013,C011,Chennai DC,28,56075.6
SO001337,2025-10-14,P013,C036,Pune DC,20,40054.0
SO001338,2025-10-23,P013,C017,Pune DC,67,134180.9
SO001339,2025-11-02,P013,C021,Pune DC,34,68091.8
SO001340,2025-10-29,P013,C031,Pune DC,33,66089.1
SO001341,2025-11-05,P013,C007,Bengaluru DC,25,50067.5
SO001342,2025-11-09,P013,C026,Chennai DC,18,36048.6
SO001343,2025-11-04,P013,C020,Pune DC,27,54072.9
SO001344,2025-11-14,P013,C025,Pune DC,63,126170.1
SO001345,2025-11-20,P013,C027,Chennai DC,35,70094.5
SO001346,2025-11-21,P013,C007,Bengaluru DC,29,58078.3
SO001347,2025-11-17,P013,C003,Pune DC,30,60081.0
SO001348,2025-11-24,P013,C024,Pune DC,86,172232.2
SO001349,2025-12-06,P013,C004,Pune DC,95,190256.5
SO001350,2025-12-14,P013,C011,Chennai DC,44,88118.8
SO001351,2025-12-11,P013,C004,Pune DC,31,62083.7
SO001352,2025-12-18,P013,C009,Bengaluru DC,20,40054.0
SO001353,2025-12-16,P013,C008,Bengaluru DC,23,46062.1
SO001354,2025-12-19,P013,C009,Bengaluru DC,23,46062.1
SO001355,2025-12-23,P013,C037,Chennai DC,31,62083.7
SO001356,2025-12-24,P013,C011,Chennai DC,36,72097.2
SO001357,2025-12-26,P013,C032,Bengaluru DC,30,60081.0
SO001358,2025-12-30,P013,C035,Pune DC,43,86116.1
SO001359,2026-01-01,P013,C017,Pune DC,40,80108.0
SO001360,2025-01-11,P014,C033,Pune DC,7,2119.88
SO001361,2025-01-12,P014,C040,Chennai DC,8,2422.72
SO001362,2025-01-08,P014,C016,Pune DC,7,2119.88
SO001363,2025-01-15,P014,C004,Pune DC,9,2725.56
SO001364,2025-01-17,P014,C011,Chennai DC,8,2422.72
SO001365,2025-01-19,P014,C007,Bengaluru DC,4,1211.36
SO001366,2025-01-24,P014,C002,Pune DC,12,3634.08
SO001367,2025-01-23,P014,C001,Bengaluru DC,13,3936.92
SO001368,2025-01-25,P014,C020,Pune DC,13,3936.92
SO001369,2025-01-29,P014,C014,Bengaluru DC,6,1817.04
SO001370,2025-01-30,P014,C007,Bengaluru DC,11,3331.24
SO001371,2025-02-02,P014,C018,Pune DC,8,2422.72
SO001372,2025-02-05,P014,C032,Bengaluru DC,35,10599.4
SO001373,2025-02-15,P014,C033,Pune DC,12,3634.08
SO001374,2025-02-10,P014,C024,Pune DC,16,4845.44
SO001375,2025-02-21,P014,C037,Chennai DC,16,4845.44
SO001376,2025-02-19,P014,C019,Chennai DC,28,8479.52
SO001377,2025-03-02,P014,C004,Pune DC,11,3331.24
SO001378,2025-03-01,P014,C005,Chennai DC,9,2725.56
SO001379,2025-03-01,P014,C001,Bengaluru DC,7,2119.88
SO001380,2025-03-07,P014,C012,Bengaluru DC,23,6965.32
SO001381,2025-03-12,P014,C040,Chennai DC,10,3028.4
SO001382,2025-03-15,P014,C030,Pune DC,17,5148.28
SO001383,2025-03-21,P014,C013,Chennai DC,10,3028.4
SO001384,2025-03-18,P014,C007,Bengaluru DC,11,3331.24
SO001385,2025-03-22,P014,C006,Bengaluru DC,7,2119.88
SO001386,2025-03-28,P014,C028,Bengaluru DC,41,12416.44
SO001387,2025-04-01,P014,C001,Bengaluru DC,13,3936.92
SO001388,2025-04-04,P014,C002,Pune DC,21,6359.64
SO001389,2025-04-12,P014,C030,Pune DC,12,3634.08
SO001390,2025-04-11,P014,C005,Chennai DC,5,1514.2
SO001391,2025-04-13,P014,C022,Bengaluru DC,16,4845.44
SO001392,2025-04-15,P014,C021,Pune DC,19,5753.96
SO001393,2025-04-20,P014,C024,Pune DC,23,6965.32
SO001394,2025-04-22,P014,C012,Bengaluru DC,9,2725.56
SO001395,2025-04-21,P014,C040,Chennai DC,20,6056.8
SO001396,2025-04-25,P014,C004,Pune DC,12,3634.08
SO001397,2025-04-28,P014,C032,Bengaluru DC,12,3634.08
SO001398,2025-04-29,P014,C010,Pune DC,12,3634.08
SO001399,2025-04-28,P014,C025,Pune DC,9,2725.56
SO001400,2025-05-07,P014,C022,Bengaluru DC,23,6965.32
SO001401,2025-05-08,P014,C013,Chennai DC,14,4239.76
SO001402,2025-05-15,P014,C024,Pune DC,32,9690.88
SO001403,2025-05-20,P014,C019,Chennai DC,14,4239.76
SO001404,2025-05-22,P014,C032,Bengaluru DC,14,4239.76
SO001405,2025-05-23,P014,C022,Bengaluru DC,10,3028.4
SO001406,2025-05-29,P014,C040,Chennai DC,17,5148.28
SO001407,2025-06-01,P014,C031,Pune DC,11,3331.24
SO001408,2025-06-01,P014,C034,Pune DC,14,4239.76
SO001409,2025-06-07,P014,C013,Chennai DC,12,3634.08
SO001410,2025-06-02,P014,C030,Pune DC,15,4542.6
SO001411,2025-06-07,P014,C005,Chennai DC,7,2119.88
SO001412,2025-06-13,P014,C015,Bengaluru DC,47,14233.48
SO001413,2025-06-20,P014,C003,Pune DC,28,8479.52
SO001414,2025-06-28,P014,C021,Pune DC,13,3936.92
SO001415,2025-06-26,P014,C030,Pune DC,15,4542.6
SO001416,2025-07-03,P014,C003,Pune DC,11,3331.24
SO001417,2025-07-02,P014,C040,Chennai DC,10,3028.4
SO001418,2025-07-01,P014,C028,Bengaluru DC,6,1817.04
SO001419,2025-07-11,P014,C003,Pune DC,15,4542.6
SO001420,2025-07-09,P014,C018,Pune DC,15,4542.6
SO001421,2025-07-16,P014,C027,Chennai DC,15,4542.6
SO001422,2025-07-19,P014,C022,Bengaluru DC,12,3634.08
SO001423,2025-07-20,P014,C022,Bengaluru DC,14,4239.76
SO001424,2025-07-26,P014,C008,Bengaluru DC,10,3028.4
SO001425,2025-07-26,P014,C016,Pune DC,8,2422.72
SO001426,2025-07-27,P014,C011,Chennai DC,11,3331.24
SO001427,2025-07-30,P014,C030,Pune DC,7,2119.88
SO001428,2025-08-01,P014,C040,Chennai DC,8,2422.72
SO001429,2025-07-31,P014,C031,Pune DC,8,2422.72
SO001430,2025-08-05,P014,C031,Pune DC,31,9388.04
SO001431,2025-08-15,P014,C024,Pune DC,14,4239.76
SO001432,2025-08-13,P014,C026,Chennai DC,16,4845.44
SO001433,2025-08-20,P014,C023,Bengaluru DC,31,9388.04
SO001434,2025-08-30,P014,C019,Chennai DC,16,4845.44
SO001435,2025-08-26,P014,C026,Chennai DC,9,2725.56
SO001436,2025-09-06,P014,C035,Pune DC,9,2725.56
SO001437,2025-09-04,P014,C010,Pune DC,12,3634.08
SO001438,2025-09-03,P014,C021,Pune DC,8,2422.72
SO001439,2025-09-10,P014,C027,Chennai DC,12,3634.08
SO001440,2025-09-12,P014,C001,Bengaluru DC,15,4542.6
SO001441,2025-09-17,P014,C029,Chennai DC,7,2119.88
SO001442,2025-09-17,P014,C006,Bengaluru DC,4,1211.36
SO001443,2025-09-15,P014,C017,Pune DC,11,3331.24
SO001444,2025-09-27,P014,C019,Chennai DC,4,1211.36
SO001445,2025-09-26,P014,C025,Pune DC,8,2422.72
SO001446,2025-09-25,P014,C026,Chennai DC,5,1514.2
SO001447,2025-10-05,P014,C032,Bengaluru DC,14,4239.76
SO001448,2025-10-01,P014,C007,Bengaluru DC,18,5451.12
SO001449,2025-10-08,P014,C021,Pune DC,26,7873.84
SO001450,2025-10-15,P014,C017,Pune DC,22,6662.48
SO001451,2025-10-20,P014,C035,Pune DC,4,1211.36
SO001452,2025-10-22,P014,C040,Chennai DC,7,2119.88
SO001453,2025-10-23,P014,C004,Pune DC,9,2725.56
SO001454,2025-10-29,P014,C016,Pune DC,9,2725.56
SO001455,2025-11-01,P014,C005,Chennai DC,8,2422.72
SO001456,2025-10-30,P014,C016,Pune DC,10,3028.4
SO001457,2025-11-04,P014,C003,Pune DC,31,9388.04
SO001458,2025-11-12,P014,C021,Pune DC,10,3028.4
SO001459,2025-11-14,P014,C011,Chennai DC,15,4542.6
SO001460,2025-11-15,P014,C037,Chennai DC,4,1211.36
SO001461,2025-11-18,P014,C003,Pune DC,22,6662.48
SO001462,2025-11-17,P014,C023,Bengaluru DC,17,5148.28
SO001463,2025-11-29,P014,C012,Bengaluru DC,11,3331.24
SO001464,2025-11-28,P014,C008,Bengaluru DC,9,2725.56
SO001465,2025-11-25,P014,C014,Bengaluru DC,12,3634.08
SO001466,2025-12-01,P014,C023,Bengaluru DC,33,9993.72
SO001467,2025-12-12,P014,C037,Chennai DC,6,1817.04
SO001468,2025-12-09,P014,C015,Bengaluru DC,8,2422.72
SO001469,2025-12-13,P014,C003,Pune DC,5,1514.2
SO001470,2025-12-15,P014,C036,Pune DC,26,7873.84
SO001471,2025-12-25,P014,C010,Pune DC,35,10599.4
SO001472,2026-01-03,P014,C039,Chennai DC,22,6662.48
SO001473,2026-01-01,P014,C029,Chennai DC,9,2725.56
SO001474,2025-01-11,P015,C008,Bengaluru DC,140,73175.2
SO001475,2025-01-13,P015,C025,Pune DC,141,73697.88
SO001476,2025-01-21,P015,C025,Pune DC,37,19339.16
SO001477,2025-01-23,P015,C027,Chennai DC,45,23520.6
SO001478,2025-01-25,P015,C009,Bengaluru DC,45,23520.6
SO001479,2025-01-30,P015,C026,Chennai DC,73,38155.64
SO001480,2025-02-01,P015,C021,Pune DC,63,32928.84
SO001481,2025-02-09,P015,C028,Bengaluru DC,147,76833.96
SO001482,2025-02-12,P015,C022,Bengaluru DC,77,40246.36
SO001483,2025-02-12,P015,C018,Pune DC,76,39723.68
SO001484,2025-02-17,P015,C040,Chennai DC,48,25088.64
SO001485,2025-02-23,P015,C040,Chennai DC,42,21952.56
SO001486,2025-02-17,P015,C020,Pune DC,48,25088.64
SO001487,2025-02-28,P015,C010,Pune DC,62,32406.16
SO001488,2025-02-25,P015,C029,Chennai DC,49,25611.32
SO001489,2025-02-28,P015,C033,Pune DC,51,26656.68
SO001490,2025-03-08,P015,C003,Pune DC,59,30838.12
SO001491,2025-03-09,P015,C002,Pune DC,58,30315.44
SO001492,2025-03-03,P015,C010,Pune DC,64,33451.52
SO001493,2025-03-13,P015,C024,Pune DC,162,84674.16
SO001494,2025-03-17,P015,C018,Pune DC,169,88332.92
SO001495,2025-03-30,P015,C027,Chennai DC,88,45995.84
SO001496,2025-03-27,P015,C009,Bengaluru DC,95,49654.6
SO001497,2025-04-05,P015,C014,Bengaluru DC,184,96173.12
SO001498,2025-04-07,P015,C040,Chennai DC,83,43382.44
SO001499,2025-04-07,P015,C003,Pune DC,92,48086.56
SO001500,2025-04-18,P015,C012,Bengaluru DC,94,49131.92
SO001501,2025-04-18,P015,C021,Pune DC,104,54358.72
SO001502,2025-04-23,P015,C025,Pune DC,182,95127.76
SO001503,2025-05-01,P015,C021,Pune DC,90,47041.2
SO001504,2025-05-03,P015,C038,Chennai DC,85,44427.8
SO001505,2025-05-09,P015,C023,Bengaluru DC,62,32406.16
SO001506,2025-05-08,P015,C034,Pune DC,62,32406.16
SO001507,2025-05-06,P015,C001,Bengaluru DC,58,30315.44
SO001508,2025-05-15,P015,C004,Pune DC,55,28747.4
SO001509,2025-05-14,P015,C038,Chennai DC,59,30838.12
SO001510,2025-05-13,P015,C020,Pune DC,57,29792.76
SO001511,2025-05-21,P015,C021,Pune DC,172,89900.96
SO001512,2025-05-31,P015,C003,Pune DC,152,79447.36
SO001513,2025-06-07,P015,C037,Chennai DC,101,52790.68
SO001514,2025-06-04,P015,C015,Bengaluru DC,93,48609.24
SO001515,2025-06-10,P015,C019,Chennai DC,41,21429.88
SO001516,2025-06-09,P015,C024,Pune DC,53,27702.04
SO001517,2025-06-14,P015,C011,Chennai DC,58,30315.44
SO001518,2025-06-22,P015,C009,Bengaluru DC,88,45995.84
SO001519,2025-06-18,P015,C037,Chennai DC,72,37632.96
SO001520,2025-06-28,P015,C025,Pune DC,62,32406.16
SO001521,2025-06-29,P015,C035,Pune DC,50,26134.0
SO001522,2025-06-24,P015,C030,Pune DC,58,30315.44
SO001523,2025-07-04,P015,C031,Pune DC,149,77879.32
SO001524,2025-07-10,P015,C028,Bengaluru DC,52,27179.36
SO001525,2025-07-13,P015,C039,Chennai DC,36,18816.48
SO001526,2025-07-10,P015,C033,Pune DC,47,24565.96
SO001527,2025-07-16,P015,C024,Pune DC,41,21429.88
SO001528,2025-07-14,P015,C030,Pune DC,44,22997.92
SO001529,2025-07-17,P015,C015,Bengaluru DC,44,22997.92
SO001530,2025-07-21,P015,C003,Pune DC,29,15157.72
SO001531,2025-07-22,P015,C012,Bengaluru DC,55,28747.4
