inventory_id,product_id,warehouse,week_start_date,opening_stock,receipts,consumption,closing_stock,stockout_units
INV001604,P011,Bengaluru DC,03-11-2025,438,0,0,438,0
INV001605,P011,Bengaluru DC,10-11-2025,438,199,73,564,0
INV001606,P011,Bengaluru DC,17-11-2025,564,0,76,488,0
INV001607,P011,Bengaluru DC,24-11-2025,488,0,28,460,0
INV001608,P011,Bengaluru DC,01-12-2025,460,0,32,428,0
INV001609,P011,Bengaluru DC,08-12-2025,428,0,25,403,0
INV001610,P011,Bengaluru DC,15-12-2025,403,129,0,532,0
INV001611,P011,Bengaluru DC,22-12-2025,532,0,58,474,0
INV001612,P011,Bengaluru DC,29-12-2025,474,0,40,434,0
INV001613,P011,Pune DC,06-01-2025,299,0,58,241,0
INV001614,P011,Pune DC,13-01-2025,241,0,46,195,0
INV001615,P011,Pune DC,20-01-2025,195,0,0,195,0
INV001616,P011,Pune DC,27-01-2025,195,0,30,165,0
INV001617,P011,Pune DC,03-02-2025,165,127,0,292,0
INV001618,P011,Pune DC,10-02-2025,292,0,123,169,0
INV001619,P011,Pune DC,17-02-2025,169,0,0,169,0
INV001620,P011,Pune DC,24-02-2025,169,0,76,93,0
INV001621,P011,Pune DC,03-03-2025,93,0,0,93,0
INV001622,P011,Pune DC,10-03-2025,93,0,0,93,0
INV001623,P011,Pune DC,17-03-2025,93,0,0,93,0
INV001624,P011,Pune DC,24-03-2025,93,164,42,215,0
INV001625,P011,Pune DC,31-03-2025,215,0,56,159,0
INV001626,P011,Pune DC,07-04-2025,159,0,0,159,0
INV001627,P011,Pune DC,14-04-2025,159,0,0,159,0
INV001628,P011,Pune DC,21-04-2025,159,108,0,267,0
INV001629,P011,Pune DC,28-04-2025,267,0,0,267,0
INV001630,P011,Pune DC,05-05-2025,267,0,118,149,0
INV001631,P011,Pune DC,12-05-2025,149,0,68,81,0
INV001632,P011,Pune DC,19-05-2025,81,0,61,20,0
INV001633,P011,Pune DC,26-05-2025,20,133,47,106,0
INV001634,P011,Pune DC,02-06-2025,106,0,110,0,4
INV001635,P011,Pune DC,09-06-2025,0,119,0,119,0
INV001636,P011,Pune DC,16-06-2025,119,0,0,119,0
INV001637,P011,Pune DC,23-06-2025,119,0,0,119,0
INV001638,P011,Pune DC,30-06-2025,119,0,103,16,0
INV001639,P011,Pune DC,07-07-2025,16,0,0,16,0
INV001640,P011,Pune DC,14-07-2025,16,198,0,214,0
INV001641,P011,Pune DC,21-07-2025,214,0,0,214,0
INV001642,P011,Pune DC,28-07-2025,214,0,29,185,0
INV001643,P011,Pune DC,04-08-2025,185,0,40,145,0
INV001644,P011,Pune DC,11-08-2025,145,0,0,145,0
INV001645,P011,Pune DC,18-08-2025,145,187,50,282,0
INV001646,P011,Pune DC,25-08-2025,282,0,21,261,0
INV001647,P011,Pune DC,01-09-2025,261,0,19,242,0
INV001648,P011,Pune DC,08-09-2025,242,174,0,416,0
INV001649,P011,Pune DC,15-09-2025,416,0,72,344,0
INV001650,P011,Pune DC,22-09-2025,344,0,34,310,0
INV001651,P011,Pune DC,29-09-2025,310,0,0,310,0
INV001652,P011,Pune DC,06-10-2025,310,0,26,284,0
INV001653,P011,Pune DC,13-10-2025,284,0,20,264,0
INV001654,P011,Pune DC,20-10-2025,264,108,0,372,0
INV001655,P011,Pune DC,27-10-2025,372,0,71,301,0
INV001656,P011,Pune DC,03-11-2025,301,0,45,256,0
INV001657,P011,Pune DC,10-11-2025,256,199,0,455,0
INV001658,P011,Pune DC,17-11-2025,455,0,0,455,0
INV001659,P011,Pune DC,24-11-2025,455,0,48,407,0
INV001660,P011,Pune DC,01-12-2025,407,0,56,351,0
INV001661,P011,Pune DC,08-12-2025,351,0,21,330,0
INV001662,P011,Pune DC,15-12-2025,330,129,0,459,0
INV001663,P011,Pune DC,22-12-2025,459,0,0,459,0
INV001664,P011,Pune DC,29-12-2025,459,0,35,424,0
INV001665,P011,Chennai DC,06-01-2025,378,0,29,349,0
INV001666,P011,Chennai DC,13-01-2025,349,0,0,349,0
INV001667,P011,Chennai DC,20-01-2025,349,0,67,282,0
INV001668,P011,Chennai DC,27-01-2025,282,0,37,245,0
INV001669,P011,Chennai DC,03-02-2025,245,127,111,261,0
INV001670,P011,Chennai DC,10-02-2025,261,0,0,261,0
INV001671,P011,Chennai DC,17-02-2025,261,0,40,221,0
INV001672,P011,Chennai DC,24-02-2025,221,0,0,221,0
INV001673,P011,Chennai DC,03-03-2025,221,0,0,221,0
INV001674,P011,Chennai DC,10-03-2025,221,0,73,148,0
INV001675,P011,Chennai DC,17-03-2025,148,0,87,61,0
INV001676,P011,Chennai DC,24-03-2025,61,164,53,172,0
INV001677,P011,Chennai DC,31-03-2025,172,0,47,125,0
INV001678,P011,Chennai DC,07-04-2025,125,0,0,125,0
INV001679,P011,Chennai DC,14-04-2025,125,0,63,62,0
INV001680,P011,Chennai DC,21-04-2025,62,108,0,170,0
INV001681,P011,Chennai DC,28-04-2025,170,0,0,170,0
INV001682,P011,Chennai DC,05-05-2025,170,0,0,170,0
INV001683,P011,Chennai DC,12-05-2025,170,0,62,108,0
INV001684,P011,Chennai DC,19-05-2025,108,0,0,108,0
INV001685,P011,Chennai DC,26-05-2025,108,133,84,157,0
INV001686,P011,Chennai DC,02-06-2025,157,0,0,157,0
INV001687,P011,Chennai DC,09-06-2025,157,119,29,247,0
INV001688,P011,Chennai DC,16-06-2025,247,0,56,191,0
INV001689,P011,Chennai DC,23-06-2025,191,0,68,123,0
INV001690,P011,Chennai DC,30-06-2025,123,0,0,123,0
INV001691,P011,Chennai DC,07-07-2025,123,0,98,25,0
INV001692,P011,Chennai DC,14-07-2025,25,198,27,196,0
INV001693,P011,Chennai DC,21-07-2025,196,0,26,170,0
INV001694,P011,Chennai DC,28-07-2025,170,0,62,108,0
INV001695,P011,Chennai DC,04-08-2025,108,0,0,108,0
INV001696,P011,Chennai DC,11-08-2025,108,0,79,29,0
INV001697,P011,Chennai DC,18-08-2025,29,187,0,216,0
INV001698,P011,Chennai DC,25-08-2025,216,0,21,195,0
INV001699,P011,Chennai DC,01-09-2025,195,0,47,148,0
INV001700,P011,Chennai DC,08-09-2025,148,174,0,322,0
INV001701,P011,Chennai DC,15-09-2025,322,0,0,322,0
INV001702,P011,Chennai DC,22-09-2025,322,0,36,286,0
INV001703,P011,Chennai DC,29-09-2025,286,0,61,225,0
INV001704,P011,Chennai DC,06-10-2025,225,0,20,205,0
INV001705,P011,Chennai DC,13-10-2025,205,0,0,205,0
INV001706,P011,Chennai DC,20-10-2025,205,108,69,244,0
INV001707,P011,Chennai DC,27-10-2025,244,0,0,244,0
INV001708,P011,Chennai DC,03-11-2025,244,0,14,230,0
INV001709,P011,Chennai DC,10-11-2025,230,199,0,429,0
INV001710,P011,Chennai DC,17-11-2025,429,0,0,429,0
INV001711,P011,Chennai DC,24-11-2025,429,0,0,429,0
INV001712,P011,Chennai DC,01-12-2025,429,0,0,429,0
INV001713,P011,Chennai DC,08-12-2025,429,0,19,410,0
INV001714,P011,Chennai DC,15-12-2025,410,129,80,459,0
INV001715,P011,Chennai DC,22-12-2025,459,0,23,436,0
INV001716,P011,Chennai DC,29-12-2025,436,0,0,436,0
INV001717,P012,Bengaluru DC,06-01-2025,110,0,20,90,0
INV001718,P012,Bengaluru DC,13-01-2025,90,0,41,49,0
INV001719,P012,Bengaluru DC,20-01-2025,49,0,0,49,0
INV001720,P012,Bengaluru DC,27-01-2025,49,62,0,111,0
INV001721,P012,Bengaluru DC,03-02-2025,111,0,0,111,0
INV001722,P012,Bengaluru DC,10-02-2025,111,0,0,111,0
INV001723,P012,Bengaluru DC,17-02-2025,111,0,0,111,0
INV001724,P012,Bengaluru DC,24-02-2025,111,46,0,157,0
INV001725,P012,Bengaluru DC,03-03-2025,157,0,0,157,0
INV001726,P012,Bengaluru DC,10-03-2025,157,59,47,169,0
INV001727,P012,Bengaluru DC,17-03-2025,169,0,0,169,0
INV001728,P012,Bengaluru DC,24-03-2025,169,0,34,135,0
INV001729,P012,Bengaluru DC,31-03-2025,135,0,20,115,0
INV001730,P012,Bengaluru DC,07-04-2025,115,53,15,153,0
INV001731,P012,Bengaluru DC,14-04-2025,153,0,14,139,0
INV001732,P012,Bengaluru DC,21-04-2025,139,0,0,139,0
INV001733,P012,Bengaluru DC,28-04-2025,139,0,28,111,0
INV001734,P012,Bengaluru DC,05-05-2025,111,0,0,111,0
INV001735,P012,Bengaluru DC,12-05-2025,111,74,0,185,0
INV001736,P012,Bengaluru DC,19-05-2025,185,0,0,185,0
INV001737,P012,Bengaluru DC,26-05-2025,185,0,21,164,0
INV001738,P012,Bengaluru DC,02-06-2025,164,0,18,146,0
INV001739,P012,Bengaluru DC,09-06-2025,146,0,0,146,0
INV001740,P012,Bengaluru DC,16-06-2025,146,0,0,146,0
INV001741,P012,Bengaluru DC,23-06-2025,146,67,0,213,0
INV001742,P012,Bengaluru DC,30-06-2025,213,0,0,213,0
INV001743,P012,Bengaluru DC,07-07-2025,213,0,0,213,0
INV001744,P012,Bengaluru DC,14-07-2025,213,80,40,253,0
INV001745,P012,Bengaluru DC,21-07-2025,253,0,0,253,0
INV001746,P012,Bengaluru DC,28-07-2025,253,0,18,235,0
INV001747,P012,Bengaluru DC,04-08-2025,235,0,0,235,0
INV001748,P012,Bengaluru DC,11-08-2025,235,0,0,235,0
INV001749,P012,Bengaluru DC,18-08-2025,235,0,35,200,0
INV001750,P012,Bengaluru DC,25-08-2025,200,48,0,248,0
INV001751,P012,Bengaluru DC,01-09-2025,248,0,0,248,0
INV001752,P012,Bengaluru DC,08-09-2025,248,0,42,206,0
INV001753,P012,Bengaluru DC,15-09-2025,206,0,0,206,0
INV001754,P012,Bengaluru DC,22-09-2025,206,0,9,197,0
INV001755,P012,Bengaluru DC,29-09-2025,197,0,0,197,0
INV001756,P012,Bengaluru DC,06-10-2025,197,80,0,277,0
INV001757,P012,Bengaluru DC,13-10-2025,277,0,43,234,0
INV001758,P012,Bengaluru DC,20-10-2025,234,0,8,226,0
INV001759,P012,Bengaluru DC,27-10-2025,226,0,30,196,0
INV001760,P012,Bengaluru DC,03-11-2025,196,50,0,246,0
INV001761,P012,Bengaluru DC,10-11-2025,246,0,14,232,0
INV001762,P012,Bengaluru DC,17-11-2025,232,0,47,185,0
INV001763,P012,Bengaluru DC,24-11-2025,185,0,0,185,0
INV001764,P012,Bengaluru DC,01-12-2025,185,0,0,185,0
INV001765,P012,Bengaluru DC,08-12-2025,185,0,0,185,0
INV001766,P012,Bengaluru DC,15-12-2025,185,77,0,262,0
INV001767,P012,Bengaluru DC,22-12-2025,262,0,32,230,0
INV001768,P012,Bengaluru DC,29-12-2025,230,0,12,218,0
INV001769,P012,Pune DC,06-01-2025,166,0,0,166,0
INV001770,P012,Pune DC,13-01-2025,166,0,0,166,0
INV001771,P012,Pune DC,20-01-2025,166,0,56,110,0
INV001772,P012,Pune DC,27-01-2025,110,62,17,155,0
INV001773,P012,Pune DC,03-02-2025,155,0,14,141,0
INV001774,P012,Pune DC,10-02-2025,141,0,26,115,0
INV001775,P012,Pune DC,17-02-2025,115,0,0,115,0
INV001776,P012,Pune DC,24-02-2025,115,46,0,161,0
INV001777,P012,Pune DC,03-03-2025,161,0,35,126,0
INV001778,P012,Pune DC,10-03-2025,126,59,0,185,0
INV001779,P012,Pune DC,17-03-2025,185,0,47,138,0
INV001780,P012,Pune DC,24-03-2025,138,0,0,138,0
INV001781,P012,Pune DC,31-03-2025,138,0,18,120,0
INV001782,P012,Pune DC,07-04-2025,120,53,0,173,0
INV001783,P012,Pune DC,14-04-2025,173,0,35,138,0
INV001784,P012,Pune DC,21-04-2025,138,0,0,138,0
INV001785,P012,Pune DC,28-04-2025,138,0,10,128,0
INV001786,P012,Pune DC,05-05-2025,128,0,0,128,0
INV001787,P012,Pune DC,12-05-2025,128,74,48,154,0
INV001788,P012,Pune DC,19-05-2025,154,0,0,154,0
INV001789,P012,Pune DC,26-05-2025,154,0,29,125,0
INV001790,P012,Pune DC,02-06-2025,125,0,36,89,0
INV001791,P012,Pune DC,09-06-2025,89,0,42,47,0
INV001792,P012,Pune DC,16-06-2025,47,0,38,9,0
INV001793,P012,Pune DC,23-06-2025,9,67,18,58,0
INV001794,P012,Pune DC,30-06-2025,58,0,33,25,0
INV001795,P012,Pune DC,07-07-2025,25,0,46,0,21
INV001796,P012,Pune DC,14-07-2025,0,80,0,80,0
INV001797,P012,Pune DC,21-07-2025,80,0,28,52,0
INV001798,P012,Pune DC,28-07-2025,52,0,11,41,0
INV001799,P012,Pune DC,04-08-2025,41,0,12,29,0
INV001800,P012,Pune DC,11-08-2025,29,0,13,16,0
INV001801,P012,Pune DC,18-08-2025,16,0,0,16,0
INV001802,P012,Pune DC,25-08-2025,16,48,27,37,0
INV001803,P012,Pune DC,01-09-2025,37,0,38,0,1
INV001804,P012,Pune DC,08-09-2025,0,0,0,0,0
INV001805,P012,Pune DC,15-09-2025,0,0,0,0,0
INV001806,P012,Pune DC,22-09-2025,0,0,21,0,21
INV001807,P012,Pune DC,29-09-2025,0,0,18,0,18
INV001808,P012,Pune DC,06-10-2025,0,80,28,52,0
INV001809,P012,Pune DC,13-10-2025,52,0,0,52,0
INV001810,P012,Pune DC,20-10-2025,52,0,6,46,0
INV001811,P012,Pune DC,27-10-2025,46,0,0,46,0
INV001812,P012,Pune DC,03-11-2025,46,50,0,96,0
INV001813,P012,Pune DC,10-11-2025,96,0,15,81,0
INV001814,P012,Pune DC,17-11-2025,81,0,0,81,0
INV001815,P012,Pune DC,24-11-2025,81,0,34,47,0
INV001816,P012,Pune DC,01-12-2025,47,0,44,3,0
INV001817,P012,Pune DC,08-12-2025,3,0,0,3,0
INV001818,P012,Pune DC,15-12-2025,3,77,0,80,0
INV001819,P012,Pune DC,22-12-2025,80,0,0,80,0
INV001820,P012,Pune DC,29-12-2025,80,0,31,49,0
INV001821,P012,Chennai DC,06-01-2025,130,0,19,111,0
INV001822,P012,Chennai DC,13-01-2025,111,0,0,111,0
INV001823,P012,Chennai DC,20-01-2025,111,0,0,111,0
INV001824,P012,Chennai DC,27-01-2025,111,62,28,145,0
INV001825,P012,Chennai DC,03-02-2025,145,0,26,119,0
INV001826,P012,Chennai DC,10-02-2025,119,0,8,111,0
INV001827,P012,Chennai DC,17-02-2025,111,0,41,70,0
INV001828,P012,Chennai DC,24-02-2025,70,46,44,72,0
INV001829,P012,Chennai DC,03-03-2025,72,0,0,72,0
INV001830,P012,Chennai DC,10-03-2025,72,59,0,131,0
INV001831,P012,Chennai DC,17-03-2025,131,0,0,131,0
INV001832,P012,Chennai DC,24-03-2025,131,0,19,112,0
INV001833,P012,Chennai DC,31-03-2025,112,0,19,93,0
INV001834,P012,Chennai DC,07-04-2025,93,53,21,125,0
INV001835,P012,Chennai DC,14-04-2025,125,0,0,125,0
INV001836,P012,Chennai DC,21-04-2025,125,0,41,84,0
INV001837,P012,Chennai DC,28-04-2025,84,0,0,84,0
INV001838,P012,Chennai DC,05-05-2025,84,0,51,33,0
INV001839,P012,Chennai DC,12-05-2025,33,74,0,107,0
INV001840,P012,Chennai DC,19-05-2025,107,0,45,62,0
INV001841,P012,Chennai DC,26-05-2025,62,0,0,62,0
INV001842,P012,Chennai DC,02-06-2025,62,0,0,62,0
INV001843,P012,Chennai DC,09-06-2025,62,0,0,62,0
INV001844,P012,Chennai DC,16-06-2025,62,0,0,62,0
INV001845,P012,Chennai DC,23-06-2025,62,67,29,100,0
INV001846,P012,Chennai DC,30-06-2025,100,0,0,100,0
INV001847,P012,Chennai DC,07-07-2025,100,0,0,100,0
INV001848,P012,Chennai DC,14-07-2025,100,80,0,180,0
INV001849,P012,Chennai DC,21-07-2025,180,0,17,163,0
INV001850,P012,Chennai DC,28-07-2025,163,0,0,163,0
INV001851,P012,Chennai DC,04-08-2025,163,0,22,141,0
INV001852,P012,Chennai DC,11-08-2025,141,0,15,126,0
INV001853,P012,Chennai DC,18-08-2025,126,0,0,126,0
INV001854,P012,Chennai DC,25-08-2025,126,48,16,158,0
INV001855,P012,Chennai DC,01-09-2025,158,0,0,158,0
INV001856,P012,Chennai DC,08-09-2025,158,0,0,158,0
INV001857,P012,Chennai DC,15-09-2025,158,0,34,124,0
INV001858,P012,Chennai DC,22-09-2025,124,0,0,124,0
INV001859,P012,Chennai DC,29-09-2025,124,0,16,108,0
INV001860,P012,Chennai DC,06-10-2025,108,80,0,188,0
INV001861,P012,Chennai DC,13-10-2025,188,0,0,188,0
INV001862,P012,Chennai DC,20-10-2025,188,0,11,177,0
INV001863,P012,Chennai DC,27-10-2025,177,0,0,177,0
INV001864,P012,Chennai DC,03-11-2025,177,50,38,189,0
INV001865,P012,Chennai DC,10-11-2025,189,0,12,177,0
INV001866,P012,Chennai DC,17-11-2025,177,0,0,177,0
INV001867,P012,Chennai DC,24-11-2025,177,0,0,177,0
INV001868,P012,Chennai DC,01-12-2025,177,0,0,177,0
INV001869,P012,Chennai DC,08-12-2025,177,0,38,139,0
INV001870,P012,Chennai DC,15-12-2025,139,77,40,176,0
INV001871,P012,Chennai DC,22-12-2025,176,0,0,176,0
INV001872,P012,Chennai DC,29-12-2025,176,0,0,176,0
INV001873,P013,Bengaluru DC,06-01-2025,231,0,0,231,0
INV001874,P013,Bengaluru DC,13-01-2025,231,0,0,231,0
INV001875,P013,Bengaluru DC,20-01-2025,231,0,60,171,0
INV001876,P013,Bengaluru DC,27-01-2025,171,0,0,171,0
INV001877,P013,Bengaluru DC,03-02-2025,171,0,53,118,0
INV001878,P013,Bengaluru DC,10-02-2025,118,99,94,123,0
INV001879,P013,Bengaluru DC,17-02-2025,123,0,0,123,0
INV001880,P013,Bengaluru DC,24-02-2025,123,0,0,123,0
INV001881,P013,Bengaluru DC,03-03-2025,123,0,0,123,0
INV001882,P013,Bengaluru DC,10-03-2025,123,0,32,91,0
INV001883,P013,Bengaluru DC,17-03-2025,91,118,71,138,0
INV001884,P013,Bengaluru DC,24-03-2025,138,0,41,97,0
INV001885,P013,Bengaluru DC,31-03-2025,97,0,0,97,0
INV001886,P013,Bengaluru DC,07-04-2025,97,0,0,97,0
INV001887,P013,Bengaluru DC,14-04-2025,97,102,0,199,0
INV001888,P013,Bengaluru DC,21-04-2025,199,0,0,199,0
INV001889,P013,Bengaluru DC,28-04-2025,199,0,0,199,0
INV001890,P013,Bengaluru DC,05-05-2025,199,160,0,359,0
INV001891,P013,Bengaluru DC,12-05-2025,359,0,44,315,0
INV001892,P013,Bengaluru DC,19-05-2025,315,0,37,278,0
INV001893,P013,Bengaluru DC,26-05-2025,278,0,104,174,0
INV001894,P013,Bengaluru DC,02-06-2025,174,99,0,273,0
INV001895,P013,Bengaluru DC,09-06-2025,273,0,57,216,0
INV001896,P013,Bengaluru DC,16-06-2025,216,0,0,216,0
INV001897,P013,Bengaluru DC,23-06-2025,216,0,27,189,0
INV001898,P013,Bengaluru DC,30-06-2025,189,153,0,342,0
INV001899,P013,Bengaluru DC,07-07-2025,342,0,43,299,0
INV001900,P013,Bengaluru DC,14-07-2025,299,0,0,299,0
INV001901,P013,Bengaluru DC,21-07-2025,299,0,0,299,0
INV001902,P013,Bengaluru DC,28-07-2025,299,116,0,415,0
INV001903,P013,Bengaluru DC,04-08-2025,415,0,83,332,0
INV001904,P013,Bengaluru DC,11-08-2025,332,0,28,304,0
INV001905,P013,Bengaluru DC,18-08-2025,304,141,0,445,0
INV001906,P013,Bengaluru DC,25-08-2025,445,0,50,395,0
INV001907,P013,Bengaluru DC,01-09-2025,395,0,0,395,0
INV001908,P013,Bengaluru DC,08-09-2025,395,92,0,487,0
INV001909,P013,Bengaluru DC,15-09-2025,487,0,22,465,0
INV001910,P013,Bengaluru DC,22-09-2025,465,0,0,465,0
INV001911,P013,Bengaluru DC,29-09-2025,465,0,57,408,0
INV001912,P013,Bengaluru DC,06-10-2025,408,0,0,408,0
INV001913,P013,Bengaluru DC,13-10-2025,408,137,0,545,0
INV001914,P013,Bengaluru DC,20-10-2025,545,0,0,545,0
INV001915,P013,Bengaluru DC,27-10-2025,545,0,0,545,0
INV001916,P013,Bengaluru DC,03-11-2025,545,0,25,520,0
INV001917,P013,Bengaluru DC,10-11-2025,520,110,0,630,0
INV001918,P013,Bengaluru DC,17-11-2025,630,0,29,601,0
INV001919,P013,Bengaluru DC,24-11-2025,601,0,0,601,0
INV001920,P013,Bengaluru DC,01-12-2025,601,93,0,694,0
INV001921,P013,Bengaluru DC,08-12-2025,694,0,0,694,0
INV001922,P013,Bengaluru DC,15-12-2025,694,0,66,628,0
INV001923,P013,Bengaluru DC,22-12-2025,628,110,30,708,0
INV001924,P013,Bengaluru DC,29-12-2025,708,0,0,708,0
INV001925,P013,Pune DC,06-01-2025,265,0,27,238,0
INV001926,P013,Pune DC,13-01-2025,238,0,92,146,0
INV001927,P013,Pune DC,20-01-2025,146,0,31,115,0
INV001928,P013,Pune DC,27-01-2025,115,0,42,73,0
INV001929,P013,Pune DC,03-02-2025,73,0,0,73,0
INV001930,P013,Pune DC,10-02-2025,73,99,0,172,0
INV001931,P013,Pune DC,17-02-2025,172,0,0,172,0
INV001932,P013,Pune DC,24-02-2025,172,0,91,81,0
INV001933,P013,Pune DC,03-03-2025,81,0,44,37,0
INV001934,P013,Pune DC,10-03-2025,37,0,0,37,0
INV001935,P013,Pune DC,17-03-2025,37,118,0,155,0
INV001936,P013,Pune DC,24-03-2025,155,0,44,111,0
INV001937,P013,Pune DC,31-03-2025,111,0,51,60,0
INV001938,P013,Pune DC,07-04-2025,60,0,114,0,54
INV001939,P013,Pune DC,14-04-2025,0,102,0,102,0
INV001940,P013,Pune DC,21-04-2025,102,0,0,102,0
INV001941,P013,Pune DC,28-04-2025,102,0,101,1,0
INV001942,P013,Pune DC,05-05-2025,1,160,95,66,0
INV001943,P013,Pune DC,12-05-2025,66,0,50,16,0
INV001944,P013,Pune DC,19-05-2025,16,0,40,0,24
INV001945,P013,Pune DC,26-05-2025,0,0,0,0,0
INV001946,P013,Pune DC,02-06-2025,0,99,50,49,0
INV001947,P013,Pune DC,09-06-2025,49,0,45,4,0
INV001948,P013,Pune DC,16-06-2025,4,0,0,4,0
INV001949,P013,Pune DC,23-06-2025,4,0,54,0,50
INV001950,P013,Pune DC,30-06-2025,0,153,103,50,0
INV001951,P013,Pune DC,07-07-2025,50,0,46,4,0
INV001952,P013,Pune DC,14-07-2025,4,0,100,0,96
INV001953,P013,Pune DC,21-07-2025,0,0,94,0,94
INV001954,P013,Pune DC,28-07-2025,0,116,36,80,0
INV001955,P013,Pune DC,04-08-2025,80,0,0,80,0
INV001956,P013,Pune DC,11-08-2025,80,0,26,54,0
INV001957,P013,Pune DC,18-08-2025,54,141,39,156,0
INV001958,P013,Pune DC,25-08-2025,156,0,0,156,0
INV001959,P013,Pune DC,01-09-2025,156,0,81,75,0
INV001960,P013,Pune DC,08-09-2025,75,92,0,167,0
INV001961,P013,Pune DC,15-09-2025,167,0,48,119,0
INV001962,P013,Pune DC,22-09-2025,119,0,71,48,0
INV001963,P013,Pune DC,29-09-2025,48,0,0,48,0
INV001964,P013,Pune DC,06-10-2025,48,0,74,0,26
INV001965,P013,Pune DC,13-10-2025,0,137,20,117,0
INV001966,P013,Pune DC,20-10-2025,117,0,67,50,0
INV001967,P013,Pune DC,27-10-2025,50,0,67,0,17
INV001968,P013,Pune DC,03-11-2025,0,0,27,0,27
INV001969,P013,Pune DC,10-11-2025,0,110,63,47,0
INV001970,P013,Pune DC,17-11-2025,47,0,30,17,0
INV001971,P013,Pune DC,24-11-2025,17,0,86,0,69
INV001972,P013,Pune DC,01-12-2025,0,93,95,0,2
INV001973,P013,Pune DC,08-12-2025,0,0,31,0,31
INV001974,P013,Pune DC,15-12-2025,0,0,0,0,0
INV001975,P013,Pune DC,22-12-2025,0,110,0,110,0
INV001976,P013,Pune DC,29-12-2025,110,0,83,27,0
INV001977,P013,Chennai DC,06-01-2025,273,0,42,231,0
INV001978,P013,Chennai DC,13-01-2025,231,0,0,231,0
INV001979,P013,Chennai DC,20-01-2025,231,0,0,231,0
INV001980,P013,Chennai DC,27-01-2025,231,0,45,186,0
INV001981,P013,Chennai DC,03-02-2025,186,0,26,160,0
INV001982,P013,Chennai DC,10-02-2025,160,99,0,259,0
INV001983,P013,Chennai DC,17-02-2025,259,0,109,150,0
INV001984,P013,Chennai DC,24-02-2025,150,0,0,150,0
INV001985,P013,Chennai DC,03-03-2025,150,0,50,100,0
INV001986,P013,Chennai DC,10-03-2025,100,0,68,32,0
INV001987,P013,Chennai DC,17-03-2025,32,118,36,114,0
INV001988,P013,Chennai DC,24-03-2025,114,0,0,114,0
INV001989,P013,Chennai DC,31-03-2025,114,0,45,69,0
INV001990,P013,Chennai DC,07-04-2025,69,0,0,69,0
INV001991,P013,Chennai DC,14-04-2025,69,102,111,60,0
INV001992,P013,Chennai DC,21-04-2025,60,0,102,0,42
INV001993,P013,Chennai DC,28-04-2025,0,0,0,0,0
INV001994,P013,Chennai DC,05-05-2025,0,160,0,160,0
INV001995,P013,Chennai DC,12-05-2025,160,0,0,160,0
INV001996,P013,Chennai DC,19-05-2025,160,0,32,128,0
INV001997,P013,Chennai DC,26-05-2025,128,0,0,128,0
INV001998,P013,Chennai DC,02-06-2025,128,99,49,178,0
INV001999,P013,Chennai DC,09-06-2025,178,0,0,178,0
INV002000,P013,Chennai DC,16-06-2025,178,0,86,92,0
INV002001,P013,Chennai DC,23-06-2025,92,0,0,92,0
INV002002,P013,Chennai DC,30-06-2025,92,153,0,245,0
INV002003,P013,Chennai DC,07-07-2025,245,0,0,245,0
INV002004,P013,Chennai DC,14-07-2025,245,0,0,245,0
INV002005,P013,Chennai DC,21-07-2025,245,0,0,245,0
INV002006,P013,Chennai DC,28-07-2025,245,116,33,328,0
INV002007,P013,Chennai DC,04-08-2025,328,0,0,328,0
INV002008,P013,Chennai DC,11-08-2025,328,0,20,308,0
INV002009,P013,Chennai DC,18-08-2025,308,141,33,416,0
INV002010,P013,Chennai DC,25-08-2025,416,0,20,396,0
INV002011,P013,Chennai DC,01-09-2025,396,0,0,396,0
INV002012,P013,Chennai DC,08-09-2025,396,92,77,411,0
INV002013,P013,Chennai DC,15-09-2025,411,0,0,411,0
INV002014,P013,Chennai DC,22-09-2025,411,0,0,411,0
INV002015,P013,Chennai DC,29-09-2025,411,0,24,387,0
INV002016,P013,Chennai DC,06-10-2025,387,0,0,387,0
INV002017,P013,Chennai DC,13-10-2025,387,137,56,468,0
INV002018,P013,Chennai DC,20-10-2025,468,0,0,468,0
INV002019,P013,Chennai DC,27-10-2025,468,0,0,468,0
INV002020,P013,Chennai DC,03-11-2025,468,0,18,450,0
INV002021,P013,Chennai DC,10-11-2025,450,110,0,560,0
INV002022,P013,Chennai DC,17-11-2025,560,0,35,525,0
INV002023,P013,Chennai DC,24-11-2025,525,0,0,525,0
INV002024,P013,Chennai DC,01-12-2025,525,93,0,618,0
INV002025,P013,Chennai DC,08-12-2025,618,0,44,574,0
INV002026,P013,Chennai DC,15-12-2025,574,0,0,574,0
INV002027,P013,Chennai DC,22-12-2025,574,110,67,617,0
INV002028,P013,Chennai DC,29-12-2025,617,0,0,617,0
INV002029,P014,Bengaluru DC,06-01-2025,111,0,0,111,0
INV002030,P014,Bengaluru DC,13-01-2025,111,0,4,107,0
INV002031,P014,Bengaluru DC,20-01-2025,107,0,13,94,0
INV002032,P014,Bengaluru DC,27-01-2025,94,0,17,77,0
INV002033,P014,Bengaluru DC,03-02-2025,77,0,35,42,0
INV002034,P014,Bengaluru DC,10-02-2025,42,50,0,92,0
INV002035,P014,Bengaluru DC,17-02-2025,92,0,0,92,0
INV002036,P014,Bengaluru DC,24-02-2025,92,0,7,85,0
